Chr1	1	25000	83.3333
Chr1	25001	50000	96.3333
Chr1	50001	75000	128.667
Chr1	75001	100000	103.333
Chr1	100001	125000	187.667
Chr1	125001	150000	169.667
Chr1	150001	175000	184.333
Chr1	175001	200000	171
Chr1	200001	225000	202
Chr1	225001	250000	217
Chr1	250001	275000	254
Chr1	275001	300000	217.667
Chr1	300001	325000	195.667
Chr1	325001	350000	399
Chr1	350001	375000	181.333
Chr1	375001	400000	123.333
Chr1	400001	425000	54
Chr1	425001	450000	101.667
Chr1	450001	475000	96.3333
Chr1	475001	500000	110
Chr1	500001	525000	180
Chr1	525001	550000	205
Chr1	550001	575000	68.3333
Chr1	575001	600000	62.6667
Chr1	600001	625000	63.6667
Chr1	625001	650000	76.3333
Chr1	650001	675000	163
Chr1	675001	700000	55.6667
Chr1	700001	725000	31.3333
Chr1	725001	750000	101.333
Chr1	750001	775000	43.3333
Chr1	775001	800000	34.6667
Chr1	800001	825000	49.3333
Chr1	825001	850000	20.6667
Chr1	850001	875000	20
Chr1	875001	900000	17.3333
Chr1	900001	925000	8
Chr1	925001	950000	26.3333
Chr1	950001	975000	33.3333
Chr1	975001	1000000	28
Chr1	1000001	1025000	26.6667
Chr1	1025001	1050000	27.3333
Chr1	1050001	1075000	17
Chr1	1075001	1100000	14.6667
Chr1	1100001	1125000	19.3333
Chr1	1125001	1150000	24
Chr1	1150001	1175000	15.3333
Chr1	1175001	1200000	17.3333
Chr1	1200001	1225000	15
Chr1	1225001	1250000	17.3333
Chr1	1250001	1275000	24.3333
Chr1	1275001	1300000	9
Chr1	1300001	1325000	11.6667
Chr1	1325001	1350000	22.6667
Chr1	1350001	1375000	33
Chr1	1375001	1400000	41.3333
Chr1	1400001	1425000	34.6667
Chr1	1425001	1450000	42.6667
Chr1	1450001	1475000	25.3333
Chr1	1475001	1500000	10.6667
Chr1	1500001	1525000	11.6667
Chr1	1525001	1550000	16.6667
Chr1	1550001	1575000	11
Chr1	1575001	1600000	8
Chr1	1600001	1625000	11
Chr1	1625001	1650000	9.66667
Chr1	1650001	1675000	8.66667
Chr1	1675001	1700000	11
Chr1	1700001	1725000	10.6667
Chr1	1725001	1750000	12
Chr1	1750001	1775000	10.6667
Chr1	1775001	1800000	14.3333
Chr1	1800001	1825000	10.3333
Chr1	1825001	1850000	12.6667
Chr1	1850001	1875000	15
Chr1	1875001	1900000	14
Chr1	1900001	1925000	10.3333
Chr1	1925001	1950000	12
Chr1	1950001	1975000	9
Chr1	1975001	2000000	11
Chr1	2000001	2025000	8.33333
Chr1	2025001	2050000	11.3333
Chr1	2050001	2075000	14.6667
Chr1	2075001	2100000	9.66667
Chr1	2100001	2125000	23
Chr1	2125001	2150000	21
Chr1	2150001	2175000	14.3333
Chr1	2175001	2200000	20
Chr1	2200001	2225000	17
Chr1	2225001	2250000	16
Chr1	2250001	2275000	10
Chr1	2275001	2300000	24
Chr1	2300001	2325000	25.3333
Chr1	2325001	2350000	10
Chr1	2350001	2375000	14.6667
Chr1	2375001	2400000	22.6667
Chr1	2400001	2425000	29
Chr1	2425001	2450000	24
Chr1	2450001	2475000	23
Chr1	2475001	2500000	38
Chr1	2500001	2525000	27.3333
Chr1	2525001	2550000	32
