Chr1	1	25000	10
Chr1	25001	50000	10
Chr1	50001	75000	192
Chr1	75001	100000	91
Chr1	100001	125000	168
Chr1	125001	150000	169
Chr1	150001	175000	222
Chr1	175001	200000	231
Chr1	200001	225000	204
Chr1	225001	250000	235
Chr1	250001	275000	325
Chr1	275001	300000	229
Chr1	300001	325000	154
Chr1	325001	350000	153
Chr1	350001	375000	223
Chr1	375001	400000	142
Chr1	400001	425000	5
Chr1	425001	450000	3
Chr1	450001	475000	55
Chr1	475001	500000	99
Chr1	500001	525000	145
Chr1	525001	550000	179
Chr1	550001	575000	59
Chr1	575001	600000	25
Chr1	600001	625000	25
Chr1	625001	650000	57
Chr1	650001	675000	176
Chr1	675001	700000	54
Chr1	700001	725000	28
Chr1	725001	750000	73
Chr1	750001	775000	5
Chr1	775001	800000	1
Chr1	800001	825000	2
Chr1	825001	850000	5
Chr1	850001	875000	0
Chr1	875001	900000	3
Chr1	900001	925000	0
Chr1	925001	950000	2
Chr1	950001	975000	0
Chr1	975001	1000000	0
Chr1	1000001	1025000	1
Chr1	1025001	1050000	0
Chr1	1050001	1075000	3
Chr1	1075001	1100000	1
Chr1	1100001	1125000	4
Chr1	1125001	1150000	1
Chr1	1150001	1175000	0
Chr1	1175001	1200000	2
Chr1	1200001	1225000	1
Chr1	1225001	1250000	1
Chr1	1250001	1275000	6
Chr1	1275001	1300000	0
Chr1	1300001	1325000	3
Chr1	1325001	1350000	2
Chr1	1350001	1375000	0
Chr1	1375001	1400000	1
Chr1	1400001	1425000	1
Chr1	1425001	1450000	0
Chr1	1450001	1475000	1
Chr1	1475001	1500000	1
Chr1	1500001	1525000	1
Chr1	1525001	1550000	5
Chr1	1550001	1575000	7
Chr1	1575001	1600000	5
Chr1	1600001	1625000	4
Chr1	1625001	1650000	3
Chr1	1650001	1675000	2
Chr1	1675001	1700000	1
Chr1	1700001	1725000	1
Chr1	1725001	1750000	2
Chr1	1750001	1775000	3
Chr1	1775001	1800000	6
Chr1	1800001	1825000	5
Chr1	1825001	1850000	2
Chr1	1850001	1875000	7
Chr1	1875001	1900000	3
Chr1	1900001	1925000	2
Chr1	1925001	1950000	2
Chr1	1950001	1975000	4
Chr1	1975001	2000000	13
Chr1	2000001	2025000	8
Chr1	2025001	2050000	5
