Chr1	1	25000	44
Chr1	25001	50000	217
Chr1	50001	75000	149
Chr1	75001	100000	171
Chr1	100001	125000	271
Chr1	125001	150000	170
Chr1	150001	175000	151
Chr1	175001	200000	24
Chr1	200001	225000	198
Chr1	225001	250000	196
Chr1	250001	275000	273
Chr1	275001	300000	255
Chr1	300001	325000	201
Chr1	325001	350000	540
Chr1	350001	375000	228
Chr1	375001	400000	135
Chr1	400001	425000	79
Chr1	425001	450000	179
Chr1	450001	475000	155
Chr1	475001	500000	106
Chr1	500001	525000	201
Chr1	525001	550000	248
Chr1	550001	575000	87
Chr1	575001	600000	74
Chr1	600001	625000	66
Chr1	625001	650000	80
Chr1	650001	675000	159
Chr1	675001	700000	70
Chr1	700001	725000	34
Chr1	725001	750000	155
Chr1	750001	775000	81
Chr1	775001	800000	70
Chr1	800001	825000	55
Chr1	825001	850000	29
Chr1	850001	875000	20
Chr1	875001	900000	19
Chr1	900001	925000	13
Chr1	925001	950000	34
Chr1	950001	975000	41
Chr1	975001	1000000	41
Chr1	1000001	1025000	47
Chr1	1025001	1050000	40
Chr1	1050001	1075000	20
Chr1	1075001	1100000	26
Chr1	1100001	1125000	20
Chr1	1125001	1150000	31
Chr1	1150001	1175000	38
Chr1	1175001	1200000	35
Chr1	1200001	1225000	24
Chr1	1225001	1250000	27
Chr1	1250001	1275000	30
Chr1	1275001	1300000	16
Chr1	1300001	1325000	13
Chr1	1325001	1350000	30
Chr1	1350001	1375000	48
Chr1	1375001	1400000	55
Chr1	1400001	1425000	44
Chr1	1425001	1450000	60
Chr1	1450001	1475000	27
Chr1	1475001	1500000	18
Chr1	1500001	1525000	16
Chr1	1525001	1550000	25
Chr1	1550001	1575000	13
Chr1	1575001	1600000	10
Chr1	1600001	1625000	13
Chr1	1625001	1650000	17
Chr1	1650001	1675000	14
Chr1	1675001	1700000	17
Chr1	1700001	1725000	15
Chr1	1725001	1750000	17
Chr1	1750001	1775000	11
Chr1	1775001	1800000	19
Chr1	1800001	1825000	15
Chr1	1825001	1850000	24
Chr1	1850001	1875000	22
Chr1	1875001	1900000	15
Chr1	1900001	1925000	14
Chr1	1925001	1950000	10
Chr1	1950001	1975000	5
Chr1	1975001	2000000	9
Chr1	2000001	2025000	11
Chr1	2025001	2050000	17
Chr1	2050001	2075000	19
Chr1	2075001	2100000	12
Chr1	2100001	2125000	35
Chr1	2125001	2150000	33
Chr1	2150001	2175000	20
Chr1	2175001	2200000	22
Chr1	2200001	2225000	25
Chr1	2225001	2250000	17
Chr1	2250001	2275000	12
Chr1	2275001	2300000	42
Chr1	2300001	2325000	40
Chr1	2325001	2350000	19
Chr1	2350001	2375000	26
Chr1	2375001	2400000	24
Chr1	2400001	2425000	54
